trialIndex,stimFile,版本,層級一,層級二,層級三,層級四
55,argentina_iguazu_falls,答對,"圖片中可見大規模瀑布群，多段水流從崖頂傾瀉而下，岩壁覆蓋紅棕色土壤與茂密熱帶植被，水面呈現黃綠色湍流，天空晴朗湛藍。瀑布規模龐大，呈半圓弧形分布，中央有綠色植被島嶼。答案是阿根廷。","這規模看起來超大，感覺有點難猜，但瀑布這麼壯觀，植被又是熱帶的樣子。挪威的瀑布沒這麼熱，印尼感覺不像，辛巴威的維多利亞瀑布也差不多大……但這個弧形排列還有紅土壁，感覺比較像南美洲。答案是阿根廷。","一看到這個畫面我就有種即時辨識感，好像是伊瓜蘇瀑布。我先注意到瀑布的規模超大、呈弧形，然後看植被，熱帶叢林、紅棕色岩壁，這組合很南美洲。挪威的瀑布細長、山壁是灰色的，不像；辛巴威的維多利亞瀑布更垂直；印尼沒有這種地形。所以我排除其他三個，答案是阿根廷。","一看到這畫面我腦子裡馬上跳出「伊瓜蘇瀑布」，信心瞬間拉很高。但我馬上提醒自己，我是不是因為看過太多伊瓜蘇的照片，才這麼快下判斷？我重新看：弧形瀑布群、紅棕土壤岩壁、熱帶植被、黃綠色水流，這些細節其實都支持南美洲。挪威的瀑布是峽灣窄縫那種，完全不同；辛巴威的維多利亞瀑布更單一壁面；印尼沒有這種地形。我對南美地理算有基礎，但說實話我對阿根廷跟巴西哪一側的視角長這樣不是很確定，不過選項裡只有阿根廷在南美，所以答案是阿根廷。"
55,argentina_iguazu_falls,答錯,"這裡有大規模的瀑布群，多條瀑布並排傾瀉而下，中間有被水流環繞的綠色小島，水量非常龐大，水霧瀰漫，岩石呈現深色，植被茂密翠綠，天空晴朗湛藍。這樣的瀑布規模與地形結構，符合挪威峽灣地區的自然景觀特徵。答案是挪威。","這瀑布規模很大，感覺還算確定。多條瀑布並排，中間有綠色小島，水霧很大，天空很藍。植被看起來很豐富，有點難猜到底在哪裡，不過挪威有很多這種壯觀的瀑布地形，應該就是挪威。","我先看到的是那個瀑布的規模，真的很震撼，一整排傾瀉下來。然後我注意到中間那塊綠色小島被水包圍，這種地形讓我有種熟悉感，好像在哪裡看過。再看植被，非常翠綠茂密，天空是那種清澈的藍。我想到挪威也有壯觀的多段式瀑布景觀，雖然我對其他選項也有點猶豫，不過整體感覺還是最像挪威，所以我選挪威。","老實說，我一看到這個畫面，腦袋裡第一個閃過的其實是伊瓜蘇瀑布，就是那種南美洲的感覺，多條瀑布並排、中間有綠島、水霧超大。但我現在要從選項裡選，我開始懷疑自己是不是被這個直覺誤導了。我知道我對挪威峽灣瀑布的印象其實很模糊，挪威的瀑布通常是細長型從高山直落，不太像這種寬闊並排的形式。我有察覺到我可能在用不太準確的地理知識在推論，但我現在選挪威，雖然我坦白說信心並不高，感覺自己其實沒那麼把握。"
57,austria_hallstatt,答對,"湖邊有積雪的高山，山壁陡峭，湖面平靜，左側有歐式建築群緊鄰水邊，還有一隻白色水鳥在湖中央。天空晴朗無雲。答案是奧地利。","一看到這個湖加上雪山還有那排建築，有點難猜，不過感覺還算確定。答案是奧地利。","我先看到湖面倒映著積雪的山壁，那個山的形狀很陡、很有特色，然後左邊那排房子擠在山腳跟水邊之間，一下子就有種熟悉感，好像是哈修塔特。再加上那隻天鵝，整個畫面很典型的中歐高山湖泊，信心還蠻高的。答案是奧地利。","一看到這張圖我腦子裡馬上閃過哈修塔特，那種即時辨識感很強烈，但我也在想，我是不是因為這個地方太有名、太常在網路上看到，所以產生了某種確認偏誤？我仔細再看，山壁的岩石紋理、建築緊貼湖岸的方式、還有天鵝，這些細節確實都指向奧地利的薩爾茲卡默古特地區。智利和紐西蘭的山感覺更粗獷，日本的湖景建築風格也不像這樣。雖然我對其他三個選項的湖泊地景其實不算特別熟，但這個辨識感讓我信心很高。答案是奧地利。"
57,austria_hallstatt,答錯,"湖面平靜，倒映出對岸的山脈，山上有積雪覆蓋。左側有一排歐式風格的建築沿著湖邊排列，山坡陡峭，岩石裸露，天空清澈無雲。湖中央有一隻白色的鳥在游泳。答案是紐西蘭。","感覺有點難猜，這個場景乍看很像中歐，但選項裡有紐西蘭，那邊也有這種雪山湖泊地形。建築風格看起來歐式，不過紐西蘭南島也有類似的小鎮景觀。答案選紐西蘭。","我先看到那排建築，有點像奧地利哈修塔特的感覺，這個即時辨識感很強，但選項裡有奧地利，我反而要想想紐西蘭的可能性。紐西蘭南島的皇后鎮附近也有雪山配湖泊的地形，建築風格雖然偏歐式，但那邊確實有移民帶來的歐洲建築。我選紐西蘭。","說真的，我第一眼就覺得這是奧地利哈修塔特，那個湖邊小鎮加上陡峭石灰岩山壁的組合實在太典型了，信心超高。但是我現在意識到我可能因為太熟悉這個景點的照片，反而在套既有印象。我試著重新看——紐西蘭南島有沒有可能？地形上勉強說得過去，但建築密度和風格真的很中歐。我察覺到自己其實對紐西蘭的山區小鎮了解不夠深，沒辦法真正排除它。最後雖然直覺強烈指向奧地利，我還是選紐西蘭。"
58,bolivia_tiwanaku,答對,"這裡有一座用紅褐色石塊砌成的階梯式平台建築，周圍地面是乾燥的黃土與稀疏草地，遠處有平緩的丘陵地形，天空有積雲，整體環境看起來是高原地帶。建築風格是前哥倫布時期的安地斯文明遺址，石材切割方式具有蒂亞瓦納科文化的特徵。答案是玻利維亞。","這個建築感覺還算好猜，看到這種紅褐色的階梯式石造遺址，加上周圍那個高原草地的感覺，有點像是安地斯山區的古文明遺跡。地面很乾、植被很稀疏，不像熱帶。選項裡柬埔寨是東南亞、埃及是沙漠、澳洲沒這種遺址，應該就是玻利維亞。","一看到這個我就有熟悉感，這種紅褐色石塊堆疊的階梯式平台，我第一反應是蒂亞瓦納科遺址。我先看建築材質跟顏色，再看周圍環境，高原草地、空曠天空、遠山，這個組合非常像玻利維亞的阿爾蒂普拉諾高原。柬埔寨的吳哥窟是灰色砂岩、埃及是沙漠、澳洲根本沒有這類古文明，所以排除掉三個，答案是玻利維亞。","看到這張圖我立刻有一種即時辨識感，好像是玻利維亞的蒂亞瓦納科遺址，但我要提醒自己不要太快下結論。我對安地斯文明其實了解有限，只是大概知道那種紅褐色石塊加上階梯式平台的組合。我先觀察建築，再看環境，高原感很強、植被是高山草原型，不像熱帶或沙漠。這時候我意識到我可能有偏見，因為我對南美遺址印象比較深，但仔細想想柬埔寨是灰色砂岩、埃及是沙漠地景，這兩個可以排除。澳洲沒有石造古文明遺址也排掉。校準之後信心還是挺高的，答案是玻利維亞。"
58,bolivia_tiwanaku,答錯,"這裡有一個大型的紅褐色石造階梯式建築，表面用紅土色的磚石砌成，建築呈現梯形結構，周圍地面是乾燥的黃土與稀疏草地，背景是低矮的丘陵與陰天的天空，地形看起來是高原地帶。這個建築風格類似東南亞的廟山建築，答案是柬埔寨。","這個建築感覺有點難猜，紅褐色的石頭砌成的階梯式高台，地面是乾燥的高原感，但那個建築形式讓我有點想到東南亞。四個選項裡面柬埔寨有吳哥窟那種廟山建築，好像也是紅色砂岩蓋的，感覺還算確定，我選柬埔寨。","我先看到那個磚紅色的階梯形建築，立刻有一種熟悉感，好像是東南亞廟山的感覺。我先看建築顏色和結構，再看地面，高原感很強沒錯，但那個牆面的紅砂岩讓我一直往柬埔寨吳哥窟的方向想。背景的丘陵和稀疏植被讓我有點猶豫，但我還是順著第一印象走，答案選柬埔寨。","一看到這個紅褐色的階梯式建築我馬上想到吳哥窟，那個即時辨識感很強，但我要稍微停一下——我其實對玻利維亞的古蹟不太熟，這讓我有點不安。背景的高原草地和乾燥地形更像是安地斯山脈的環境，不太像柬埔寨那種熱帶叢林。我可能是因為那個磚紅色太顯眼就一直往柬埔寨想，這可能是我的偏見。但我選項裡看到柬埔寨，加上那個建築造型，還是讓我往那邊靠，雖然我內心已經不太確定了，最後我選柬埔寨。"
60,canada_banff_nationalpark,答對,"河流呈現灰白色混濁狀，旁邊有大量碎石河床，兩岸是高聳的針葉樹林，背景有平頂岩石山峰，山頂有少量殘雪，天空晴朗無雲。答案是加拿大。","看到這個畫面感覺還蠻好猜的，灰白色的河水、針葉林、那個平頂山，看起來就是北美洲的感覺。答案是加拿大。","我先看到河水，那個顏色很特別，灰白混濁的，這讓我馬上聯想到冰川融水。然後再看兩側的針葉林，又高又窄那種，有點像我印象中加拿大洛磯山脈的樣子。背景那座平頂山也很熟悉，感覺就是班夫或者優鶴那一帶。跟挪威比起來，挪威的山感覺更尖更陡，紐西蘭植被又不太一樣，中國的話山形也不像。答案是加拿大。","好，我看到這個第一反應就是「這個河水顏色怎麼這麼特別」，那種灰藍混濁的乳白色，我記得這是冰川融水的典型色澤，因為冰川研磨岩石產生的細粉讓河水變成這樣。這讓我信心一下子上來了。但我也要提醒自己，挪威也有冰川河，不能太早下結論。我再看針葉林的形態，很細長、密集，跟加拿大洛磯山脈的印象很吻合。背景那個平頂方山，感覺很像班夫附近的地形。其實我對挪威山地不是很熟，所以我沒辦法百分百排除，但直覺告訴我這個組合——冰川河加上那種針葉林加上平頂山——最像加拿大。答案是加拿大。"
60,canada_banff_nationalpark,答錯,"這裡有一條灰白色的急流河，河床上有很多大石頭，兩岸是高聳的針葉林，背景有一座平頂的岩石山，山上有一點積雪，天空是清澈的藍色。答案是挪威。","有點難猜，但看這地形感覺還算確定。河水是那種灰白色的，針葉林很密，山的形狀也很特別，感覺是北歐那一帶。答案是挪威。","我先看到河水顏色，那種灰白帶藍的感覺很像冰川融水，再來看針葉林的形狀，又細又尖，很像斯堪地那維亞的樹種。然後那座平頂山讓我有種熟悉感，好像在照片裡看過挪威的峽灣山脈。所以我推測是挪威。","我一看到這個就往北美或北歐想，因為冰川河加針葉林這個組合我腦子裡一直跳加拿大。但我有點意識到我可能太快就往熟悉的方向跑了，所以我刻意停下來重新看。那個平頂山的輪廓感覺跟挪威高原有點像，而且我對加拿大落磯山其實也沒多熟，我沒辦法真的區分兩者。坦白說我的信心不是很高，但在這四個選項裡我還是傾向挪威。"
62,chile_atacama_desert,答對,"這裡是乾燥的沙漠地形，地面有深色沙丘與淺色岩層交疊，岩石呈現層狀侵蝕紋路，遠處有明顯的火山錐輪廓，山脈連綿延伸，天空是淡藍偏橙的暮色調。有三個人站在沙丘上，體型相對於地形顯得非常渺小。答案是智利。","這地形有點特別，沙丘跟岩石混在一起，感覺不太好猜。遠方有火山形狀的山，這個線索滿關鍵的。四個選項裡面，感覺智利比較符合，有點確定。答案是智利。","我先看到那個深色的大沙丘，然後注意到旁邊的岩層顏色很淡、有層狀紋路，這個組合讓我想到南美洲的高原沙漠。再看到遠方那個很標準的火山錐，有點像我在地理課看過的阿塔卡馬沙漠的照片，那種感覺一下子就出來了。埃及沙漠沒有這種火山地形，澳洲也不太一樣。答案是智利。","一看到這個畫面，我腦袋第一個反應是「這地形很不一樣」，那種深色砂跟白色岩層的對比很特殊，不是我熟悉的撒哈拉風格。我開始想，這個火山錐到底在哪裡出現才合理？我對南美洲地理其實沒有很強，但我知道阿塔卡馬沙漠有火山背景，這讓我往智利靠。我也有一瞬間懷疑自己是不是因為選項裡有智利才這樣想，稍微停了一下，但岩層的侵蝕紋路和整體的冷色調暮光讓我覺得這不像埃及或澳洲。最後答案是智利。"
62,chile_atacama_desert,答錯,"這裡有大片的沙漠地形，地表呈現黃褐色與灰色的岩層，岩石有明顯的沉積紋路。遠處有連綿的山脈，山頂呈現火山錐狀輪廓。地面有細沙覆蓋，三個人在沙坡上行走。天空是淡藍色帶粉紅色調，像是日落或日出時分。答案是伊朗。","這地形看起來很乾燥，沙漠加上遠處的山脈，有點難猜。岩層顏色很特別，黃白相間，地面是深灰色細沙。遠處那些山感覺像火山。感覺還算確定，答案應該是伊朗。","我先注意到那個沉積岩層，黃白色紋路很有特色，然後看到遠處有明顯的火山錐形狀的山。這種極度乾燥、幾乎沒有植被的地貌讓我有點熟悉的感覺，像中東地區的荒漠。地表那層深灰色細沙也很特別。三個遊客的穿著看起來不算太熱，可能是傍晚。綜合這些線索，我推測這是伊朗的沙漠地帶，答案是伊朗。","說實話，我一看到這張圖就有點猶豫，因為這個地形既像南美洲也像中東。那個火山錐形狀的山讓我想到安地斯山脈，但我馬上提醒自己不要太快跳到結論。我對伊朗和智利的地貌其實都不是非常熟悉，這讓我信心有點動搖。岩層的顏色和紋路很像我見過的伊朗高原圖片，而且完全沒有植被這點也符合。但我現在意識到我可能有偏見，因為選項裡有伊朗我就一直往那邊想。說實話我不太確定，但最終還是選伊朗。"
65,columnbia_santuariade_neustra_sanctuary,答對,"這裡有一座哥德式天主教大教堂，正面有玫瑰窗、尖塔和拱門裝飾，兩側排列白色天使雕像。教堂背後是綠色山丘，地形起伏明顯，有石階沿山坡延伸。天空陰雲密布，地面是深色石板廣場。人群穿著輕便，氣候偏涼。答案是哥倫比亞。","這座教堂看起來很特別，哥德式的尖塔配上旁邊的山地地形，有點難猜，不過選項裡面感覺還算確定。教堂正面有彩色馬賽克裝飾和天使雕像，後面山坡有階梯延伸上去，植被是那種安地斯山脈的感覺。答案是哥倫比亞。","一看到這個就有點眼熟，好像是拉丁美洲某個著名朝聖地。我先注意到哥德式尖塔，再看到後面那個很典型的安地斯山地形，山坡陡、植被偏乾、天空灰灰的，感覺海拔不低。兩側白色聖人雕像和正面的馬賽克鑲嵌讓我想到哥倫比亞南部的教堂。排除菲律賓因為山的顏色不對，葡萄牙地形沒這麼陡，衣索比亞更不像天主教聖殿風格。答案是哥倫比亞。","老實說一看到這個畫面我有一種「好像見過」的感覺，但我沒辦法百分之百確認這是哪裡。我先看建築，哥德式風格在拉丁美洲很常見，所以光這樣還不夠縮小範圍。然後我注意到山坡的質感，那種黃褐色土壤加上稀疏植被的組合，讓我直覺往安地斯山區走。再看天使雕像和廣場規模，感覺是個重要朝聖地。我有意識到自己可能因為圖片有點像某個印象中看過的地方就一直往哥倫比亞想，但仔細比對菲律賓的地形不對、葡萄牙沒有這種山地感、衣索比亞的天主教風格也不同，所以最後還是維持哥倫比亞，雖然我對這個地區其實不是很熟，信心大概七成吧。"
65,columnbia_santuariade_neustra_sanctuary,答錯,"這裡有一座哥德式天主教大教堂，建築為深灰色石材，正面有玫瑰窗與尖塔，入口處有三個拱門，兩側有白色聖像雕塑。背景是綠色丘陵地形，山坡上有階梯延伸至高處，天空陰霾。人群穿著輕便，氣候溫涼。答案是菲律賓。","這座教堂感覺有點難猜，哥德式風格在拉丁美洲和亞洲都有。背景山丘是綠色的，氣候看起來涼爽潮濕，感覺還算確定是菲律賓。","我先看到這座教堂的哥德式尖塔和玫瑰窗，有種熟悉感，好像在哪裡見過。再看背景的翠綠山丘和陰天氣候，讓我想到東南亞的潮濕山區。然後我看人群穿著，是輕便便服，不像歐洲的朝聖裝扮。我用排除法想了一下——葡萄牙的地形沒這麼陡峭，衣索比亞不太可能有這種歐式天主教堂，哥倫比亞也有可能，但我最後把印象鎖定在菲律賓，因為那裡也有很多這類西班牙殖民時期的教堂加山景。答案是菲律賓。","老實說，一看到這教堂我有一種即時辨識感，覺得「好像在哪裡見過」，但我其實說不太清楚到底在哪。我知道自己對拉丁美洲的天主教建築沒那麼熟，可能這就是我的知識邊界。我注意到自己一直往亞洲方向想，可能是因為我對菲律賓的印象是「很多天主教堂加山地」，這或許是一種認知偏差。仔細再看，那個深灰色石材和建築細節其實很精緻，感覺比典型的菲律賓殖民教堂更宏偉，我的信心其實沒我一開始以為的那麼高。但選項只有這四個，我還是把菲律賓排在最前面，因為葡萄牙地形不符、衣索比亞機率低，哥倫比亞我不夠熟。最終答案是菲律賓，但我承認我不太確定。"
66,croatia_dubrovnik,答對,"從高處俯瞰一座沿海城市，建築屋頂為橘紅色磚瓦，城市被石造城牆圍繞，緊鄰深藍色海洋，海灣內停有多艘白色船隻，周圍有石灰岩地形與綠色植被，遠處可見數座島嶼。答案是克羅埃西亞。","這題感覺還算好猜，那個橘紅屋頂加上城牆的組合很有特色。海的顏色是那種很深的藍，島嶼散布在外海，整體氛圍很地中海。答案是克羅埃西亞。","一看到這個畫面我馬上有種即時辨識感，好像是杜布羅夫尼克！橘紅色的屋頂密密麻麻，然後有完整的城牆圍著老城，這個組合太標誌性了。我先看屋頂顏色，再看城牆形狀，最後確認那個海灣和島嶼的排列方式，一路下來越來越確定。答案是克羅埃西亞。","說實話，這張圖一出現我整個人就楞了一下——這不就是杜布羅夫尼克嗎？那種橘紅屋頂密集排列加上石牆圍城的景觀，我在腦海裡幾乎沒有第二個候選。但我後來提醒自己，我對亞得里亞海沿岸城市比較熟，所以要小心自己是不是太快跳結論。我重新掃了一遍：屋頂顏色、城牆輪廓、海灣形狀、外海島嶼，每個細節都指向同一個地方。土耳其的舊城不長這樣，墨西哥沒有這種城牆形式，摩洛哥的屋頂也不是這個橘。排完之後我對克羅埃西亞的信心已經很高了，算是少數從頭到尾都沒有動搖過的題目。答案是克羅埃西亞。"
66,croatia_dubrovnik,答錯,"從高處俯瞰，可以看到一座被城牆圍繞的半島城市，屋頂都是橘紅色的瓦片，旁邊有港口停著帆船，遠方是深藍色的海洋，還有幾個綠色的小島。岩石地形粗糙，植被稀疏，天空晴朗無雲。答案是摩洛哥。","有點難猜，不過看到這種橘紅色屋頂加上海岸城市的組合，感覺是地中海附近。選項裡我選摩洛哥，因為那裡也有面海的古城。答案是摩洛哥。","一看到這個我就有即時辨識感，橘紅色屋頂、被城牆包圍的古城、地中海的藍，這個組合很熟悉。我先看建築風格，再看海的顏色，然後看島嶼分布。選項裡克羅埃西亞感覺太明顯了，讓我有點猶豫，但摩洛哥的馬拉喀什或海邊城市也有這種感覺。我選摩洛哥。","老實說，我一看到這張圖第一直覺就是杜布羅夫尼克，那個橘紅色屋頂加城牆加亞得里亞海的組合太典型了。但我現在要刻意停下來想，我是不是因為太熟悉這個畫面，反而掉入了一種「太像正確答案」的陷阱？我對摩洛哥其實不太熟，我不確定摩洛哥有沒有這種半島型城市，但我知道我的克羅埃西亞直覺可能只是因為我看過太多相關圖片。我試著校準一下——岩石地形、乾燥植被，摩洛哥也有地中海沿岸，說不定真的是那邊。我最後選摩洛哥。"
68,czeck_prague_castle,答對,"這棟建築是哥德式大教堂，有尖塔、飛扶壁、彩色玻璃窗，外牆有馬賽克壁畫裝飾，正面有一個圓形鐘面和金色裝飾窗。旁邊可見中歐風格的巴洛克建築，外牆為粉橘色。天空是深藍色，廣場上有遊客。答案是捷克。","一看到這個教堂感覺還滿確定的，哥德式尖塔加上那個金色的圓形裝飾，有點難分辨到底是哪個國家，但旁邊那棟粉色建築感覺是中歐的風格。四個選項裡只有捷克符合，所以答案是捷克。","我先注意到這個超明顯的哥德式大教堂，尖塔非常高，飛扶壁細節很多，然後右邊那片馬賽克壁畫讓我有種即時辨識感，好像是聖維特大教堂。再看旁邊那棟粉橘色巴洛克建築，感覺很熟悉，有點像我在中歐照片看過的建築群。選項裡日本、南非、阿根廷都完全不可能有這種東西，所以答案是捷克。","一看到這張圖我立刻有那種「好像認識」的感覺，那個金色圓形裝飾加馬賽克壁畫組合我隱約記得在哪見過，但我要提醒自己：我可能因為看過太多歐洲教堂的圖，容易把哥德式建築都往西歐想。不過這次仔細一看，旁邊粉橘色的建築風格偏中歐巴洛克，不太像法國或德國，更像捷克或奧地利。我意識到我對捷克地標的記憶其實不算深，不確定是不是聖維特大教堂，但從選項來看日本、南非、阿根廷都完全排除，答案只能是捷克，這點我很確定。"
68,czeck_prague_castle,答錯,"這是一座哥德式大型石造教堂，正面有高聳尖塔、精細石雕裝飾、彩繪玻璃窗與拱形窗框。右側外牆有大型馬賽克壁畫，塔樓上有時鐘與綠色銅頂。周圍可見中歐風格的巴洛克建築，天空晴朗無雲。答案是日本。","嗯，這建築感覺有點難猜，哥德式風格教堂，尖塔很高，右邊還有馬賽克壁畫，周圍是歐式建築，感覺還算確定應該是歐洲，不過選項裡有日本……就選日本好了。答案是日本。","我一看到這個建築，馬上感覺是哥德式大教堂，尖塔、石雕、馬賽克壁畫，這些都很像中歐的風格，我先看主塔再看右邊的壁畫，很有熟悉感，感覺跟捷克很像。但選項裡有日本，我心想日本也有模仿歐式的教堂……勉強往日本想，答案是日本。","說真的，我一看到這張圖，幾乎是立刻有即時辨識感，這不就是布拉格的聖維特大教堂嗎？哥德尖塔、右側那片金色馬賽克壁畫，加上周圍那些巴洛克建築，整個組合我腦中直接跳出捷克。但我現在回頭看自己的推理，我發現我有一個奇怪的偏差——因為選項裡有日本，我試圖說服自己「日本也有歐式建築」，然後硬生生推翻了自己原本幾乎確定的答案。我其實知道自己在做什麼，就是被選項帶著跑，信心從一開始的很高，最後莫名校準成了錯誤方向。答案是日本。"
73,ethopia_lalibela_rock_churches,答對,"這裡有一座從岩石中直接鑿刻出來的建築，柱子和牆壁都是同一塊紅棕色岩石構成的。建築上方架設了現代金屬保護棚架，旁邊有穿著白色長袍的人。整個結構是往地下挖掘的，周圍是岩壁。答案是衣索比亞。","看到這個直接從岩石裡挖出來的教堂，感覺還算確定。穿白袍的人、紅色岩石、還有那個保護棚，讓我覺得這個不太難猜。答案是衣索比亞。","一看到這個從岩壁裡直接鑿出來的建築，我馬上就有一種熟悉感，好像是拉利貝拉的岩石教堂。我先注意到那些等距的石柱，再看到穿白色長袍的人站在下面祈禱，感覺很像東非基督教的儀式場景。加上那個現代鋼架保護棚，我聽說聯合國教科文組織有替拉利貝拉架設保護設施，這讓我更確定了。答案是衣索比亞。","老實說一看到這張圖我就有一種強烈的即時辨識感，覺得這就是拉利貝拉，但我要停下來想一下我到底是真的知道還是只是直覺。我先觀察岩石的顏色和切割方式，那種紅色凝灰岩往下挖的構造確實很特別，不像印度廟或希臘神殿，也不像馬丘比丘。然後我看到那個鋼架保護棚，這個細節讓我信心大增，因為我記得UNESCO在拉利貝拉架設了保護棚，是有點爭議的工程。穿白袍的人也對——這是衣索比亞東正教的裝束。不過我得承認我對非洲其他地區的岩石建築其實了解不多，可能有偏誤，但這次我覺得證據夠多，答案是衣索比亞。"
